2025-02-08,1399,22.06. bis 25.06.2023
2025-02-10,1399,22.06. bis 25.06.2023
2025-02-11,1399,22.06. bis 25.06.2023
2025-02-12,1399,22.06. bis 25.06.2023
2025-02-13,1399,22.06. bis 25.06.2023
2025-02-13,1399,22.06. bis 25.06.2023
2025-02-13,1399,22.06. bis 25.06.2023
2025-02-13,1399,22.06. bis 25.06.2023
2025-02-13,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-14,1399,22.06. bis 25.06.2023
2025-02-15,1399,22.06. bis 25.06.2023
2025-02-15,1399,22.06. bis 25.06.2023
2025-02-15,1399,22.06. bis 25.06.2023
2025-02-15,1399,22.06. bis 25.06.2023
2025-02-15,1399,22.06. bis 25.06.2023
2025-02-16,1399,22.06. bis 25.06.2023
2025-02-16,1399,22.06. bis 25.06.2023
2025-02-16,1399,22.06. bis 25.06.2023
2025-02-16,1399,22.06. bis 25.06.2023
2025-02-17,1399,22.06. bis 25.06.2023
2025-02-17,1399,22.06. bis 25.06.2023
2025-02-18,1399,22.06. bis 25.06.2023
2025-02-18,1399,22.06. bis 25.06.2023
2025-02-18,1399,22.06. bis 25.06.2023
2025-02-19,1399,22.06. bis 25.06.2023
2025-02-19,1399,22.06. bis 25.06.2023
2025-02-20,1399,22.06. bis 25.06.2023
